,input_size,channels,pool_size,stride,runtime
1155,118,223,3,1,
1156,169,321,1,1,
1157,329,378,1,2,
1158,374,503,1,2,
1159,249,337,3,2,
1160,405,234,3,1,
1161,273,190,2,1,
1162,151,323,3,1,
1163,212,241,3,2,0.557349979877
1164,140,83,2,2,
1165,118,174,3,2,
1166,192,443,1,2,
1167,217,260,1,1,0.896736323833
1168,100,383,2,2,
1169,283,507,2,2,
1170,186,155,1,1,
1171,295,186,1,1,
1172,294,292,3,1,
1173,271,6,1,1,
1174,442,58,2,1,
1175,312,34,2,2,
1176,119,315,3,2,
1177,284,307,3,2,
1178,20,386,2,2,
1179,19,220,2,1,
1180,34,50,2,2,0.00249166670255
1181,352,131,2,2,
1182,203,512,3,2,1.07430064678
1183,428,302,2,2,
1184,304,204,2,2,
1185,303,408,1,1,
1186,399,195,2,2,
1187,41,481,2,2,
1188,41,188,2,2,
1189,370,145,1,2,
1190,165,389,1,1,
1191,375,195,3,2,
1192,175,242,3,1,
1193,182,348,3,2,
1194,251,178,3,1,
1195,266,114,3,1,
1196,91,157,3,2,
1197,95,409,3,2,
1198,273,177,2,1,
1199,301,393,2,2,
1200,428,151,1,2,
1201,42,102,3,1,
1202,361,236,3,2,
1203,274,114,2,1,
1204,376,366,3,1,
1205,33,236,1,2,
1206,148,88,3,2,
1207,421,184,2,1,
1208,329,20,1,1,
1209,369,241,1,2,
1210,379,422,3,2,
1211,242,387,1,2,
1212,410,151,2,1,
1213,353,113,3,1,
1214,131,406,2,2,
1215,348,204,1,2,
1216,297,265,1,2,
1217,297,143,1,1,
1218,200,221,1,2,0.169899657369
1219,92,360,2,1,
1220,38,432,2,2,
1221,283,458,1,1,
1222,26,363,3,1,
1223,199,124,2,1,0.599901020527
1224,325,460,2,1,
1225,193,404,3,1,3.01701521873
1226,425,158,1,1,
1227,246,62,3,2,
1228,428,472,1,2,
1229,303,414,2,2,
1230,63,98,1,2,
1231,159,86,1,2,
1232,379,215,2,2,
1233,305,172,3,1,
1234,414,232,2,1,
1235,404,180,3,1,
1236,430,55,2,2,
1237,151,400,1,1,
1238,107,184,1,1,
1239,116,354,1,2,
1240,33,65,3,1,0.0142253339291
1241,55,24,2,1,0.0088759995997
1242,117,206,1,2,
1243,151,163,1,1,
1244,135,366,2,1,
1245,253,317,2,1,
1246,38,183,1,1,
1247,143,90,1,2,
1248,160,281,1,1,
1249,417,107,3,1,
1250,299,497,1,1,
1251,274,306,3,2,
1252,209,18,2,1,0.0961863398552
1253,379,386,2,1,
1254,159,50,2,2,
1255,84,389,1,1,
1256,86,500,2,1,
1257,288,97,3,2,
1258,448,59,3,1,
1259,143,276,1,1,
1260,349,493,1,2,
1261,50,23,1,2,0.00100499996915
1262,176,172,1,2,
1263,382,35,2,1,
1264,68,57,1,2,
1265,34,35,3,1,0.00809000059962
1266,16,161,3,2,
1267,193,455,3,2,0.865279018879
1268,432,162,1,1,
1269,79,62,2,2,
1270,264,283,3,2,
1271,239,308,1,2,
1272,344,30,1,2,
1273,132,351,1,2,
1274,229,283,3,1,
1275,290,104,1,1,
1276,52,72,3,2,
1277,168,455,2,1,
1278,262,214,3,2,
1279,177,81,2,1,
1280,142,25,1,2,
1281,201,469,3,2,0.985989332199
1282,215,451,3,1,4.18855333328
1283,327,161,2,2,
1284,34,411,1,1,
1285,273,497,2,1,
1286,229,379,3,2,
1287,30,405,3,1,
1288,111,196,3,1,
1289,53,375,3,2,
1290,409,387,2,1,
1291,154,250,1,1,
1292,413,352,2,1,
1293,361,78,3,1,
1294,270,119,3,1,
1295,231,94,2,1,
1296,224,510,1,2,
1297,83,110,3,1,
1298,265,143,2,1,
1299,189,291,1,2,
1300,361,415,1,2,
1301,285,261,1,1,
1302,244,101,3,1,
1303,384,34,1,2,
1304,228,70,3,1,
1305,132,53,3,2,
1306,402,507,2,1,
1307,438,194,2,2,
1308,399,91,2,2,
1309,77,418,1,2,
1310,39,314,2,2,
1311,305,419,1,2,
1312,382,131,1,2,
1313,393,188,2,1,
1314,67,453,2,1,
1315,424,395,2,1,
1316,349,492,3,2,
1317,380,53,2,2,
1318,10,490,2,1,0.00605566659942
1319,60,82,3,2,
1320,349,354,3,2,
1321,204,379,3,1,3.18001961708
1322,354,129,1,2,
1323,448,87,1,1,
1324,228,72,1,1,
1325,12,509,1,1,0.00539599964395
1326,191,161,2,2,
1327,130,361,1,1,
1328,139,488,1,2,
1329,90,215,2,1,
1330,376,218,1,2,
1331,269,383,2,1,
1332,402,46,2,1,
1333,385,33,1,1,
1334,112,127,2,2,
1335,392,337,2,2,
1336,447,292,1,2,
1337,35,472,3,2,
1338,151,100,1,1,
1339,428,124,3,1,
1340,287,52,1,2,
1341,352,224,1,2,
1342,103,105,1,1,
1343,376,468,2,2,
1344,135,486,2,1,
1345,225,345,2,2,
1346,375,327,2,1,
1347,340,201,1,1,
1348,237,103,3,1,
1349,107,251,2,1,
1350,96,467,1,2,
1351,97,120,2,1,
1352,211,76,3,2,0.185418665409
1353,322,238,3,1,
1354,271,402,1,2,
1355,155,78,2,1,
1356,86,369,3,2,
1357,440,315,3,1,
1358,165,161,1,1,
1359,443,132,2,1,
1360,101,337,3,1,
1361,318,421,1,1,
1362,129,187,2,1,
1363,356,341,3,2,
1364,375,293,2,1,
1365,343,244,1,2,
1366,232,327,2,2,
1367,168,161,1,1,
1368,69,193,1,1,
1369,246,493,1,2,
1370,24,486,3,2,
1371,226,348,3,2,
1372,121,306,2,1,
1373,66,23,3,2,
1374,298,156,3,1,
1375,55,56,3,2,
1376,351,512,3,2,
1377,88,199,1,1,
1378,351,55,3,1,
1379,275,7,2,1,
1380,216,29,3,1,0.274239331484
1381,245,272,1,2,
1382,48,169,2,2,
1383,234,496,3,2,
1384,42,214,1,2,
1385,34,391,1,2,
1386,388,476,2,2,
1387,277,378,2,1,
1388,215,414,3,1,3.84170341492
1389,271,479,1,2,
1390,33,362,3,1,
1391,347,89,1,1,
1392,149,178,2,2,
1393,372,292,2,2,
1394,67,487,2,1,
1395,59,107,3,2,
1396,261,373,3,1,
1397,24,51,3,1,0.00572166638449
1398,413,94,3,1,
1399,127,384,1,1,
1400,124,296,2,2,
1401,438,257,2,1,
1402,153,420,1,1,
1403,197,4,2,2,0.00498700002208
1404,86,430,2,2,
1405,113,66,2,1,
1406,136,60,2,1,
1407,250,512,1,2,
1408,11,394,2,1,0.00589133286849
1409,34,19,3,2,0.00155066663865
1410,245,261,1,1,
1411,25,114,1,1,0.00644600018859
1412,333,62,2,2,
1413,171,403,1,2,
1414,41,122,2,1,
1415,308,489,1,1,
1416,147,408,1,1,
1417,195,439,2,1,2.06455898285
1418,58,36,1,2,0.00210833339952
1419,407,252,1,2,
1420,184,375,1,2,
1421,100,371,3,1,
1422,401,258,2,2,
1423,398,152,3,1,
1424,178,367,3,1,
1425,42,93,2,1,
1426,101,356,3,1,
1427,359,364,1,2,
1428,112,473,3,1,
1429,323,308,1,1,
1430,119,246,2,2,
1431,394,448,3,2,
1432,136,125,2,2,
1433,396,7,1,1,0.0844259932637
1434,351,501,3,1,
1435,363,132,1,2,
1436,79,167,3,2,
1437,309,61,3,2,
1438,147,441,1,1,
1439,220,69,2,1,0.412075996399
1440,380,3,1,2,0.00814066734165
1441,421,328,2,1,
1442,361,343,1,2,
1443,22,369,3,1,
1444,273,309,3,1,
1445,370,4,2,2,0.0183886680752
1446,145,106,3,2,
1447,350,244,3,1,
1448,116,262,2,1,
1449,113,231,1,2,
1450,349,290,1,1,
1451,246,297,3,2,
1452,218,416,3,2,1.00476038456
1453,392,264,1,1,
1454,128,45,2,2,
1455,250,355,1,2,
1456,353,485,1,2,
1457,433,136,3,2,
1458,43,212,3,2,
1459,146,401,1,2,
1460,70,69,3,1,
1461,282,301,3,1,
1462,13,298,2,2,0.00173699995503
1463,263,282,1,1,
1464,363,341,2,2,
1465,215,1,2,1,0.00562366656959
1466,381,294,3,1,
1467,389,315,1,1,
1468,70,446,3,1,
1469,398,203,3,1,
1470,242,308,3,1,
1471,40,466,2,2,
1472,229,142,3,2,
1473,357,508,2,1,
1474,68,388,3,2,
1475,184,481,3,1,
1476,128,387,2,1,
1477,27,94,2,2,0.00214666663669
1478,166,408,3,1,
1479,198,256,3,2,0.510236680508
1480,364,335,2,2,
1481,122,479,2,2,
1482,211,404,2,1,2.23446011543
1483,56,443,3,1,
1484,403,30,2,1,
1485,367,15,3,2,
1486,56,176,1,2,
1487,27,161,2,2,
1488,295,264,1,2,
1489,62,441,1,2,
1490,141,172,2,2,
1491,20,159,3,1,0.0134179992601
1492,144,501,1,2,
1493,410,287,3,2,
1494,171,294,2,1,
1495,157,455,3,1,
1496,336,98,1,2,
1497,138,266,2,1,
1498,294,25,1,2,
1499,122,483,2,2,
1500,110,138,3,1,
1501,220,337,1,1,1.21717941761
1502,331,156,2,1,
1503,242,36,3,2,
1504,55,511,3,1,
1505,376,342,2,1,
1506,138,453,1,1,
1507,186,480,1,2,
1508,379,93,2,1,
1509,381,432,1,1,
1510,235,470,1,2,
1511,168,1,1,1,0.0019916666206
1512,168,353,3,1,
1513,173,80,2,1,
1514,339,336,2,2,
1515,125,261,1,1,
1516,232,312,3,1,
1517,244,147,3,2,
1518,110,78,3,1,
1519,448,387,2,2,
1520,400,482,2,1,
1521,209,347,3,1,3.05420422554
1522,120,135,3,1,
1523,90,260,3,2,
1524,103,94,2,1,
1525,389,213,2,2,
1526,399,485,3,1,
1527,315,58,1,2,
1528,212,416,1,1,1.39891254902
1529,247,487,1,2,
1530,387,409,2,2,
1531,424,212,3,2,
1532,19,170,1,2,
1533,323,215,1,1,
1534,50,370,3,1,
1535,169,487,1,2,
1536,212,283,1,1,0.956232726574
1537,11,487,2,1,0.00763166695833
1538,184,499,1,1,
1539,34,245,1,1,
1540,388,413,3,2,
1541,210,208,3,1,1.88567364216
1542,57,434,3,1,
1543,374,265,3,1,
1544,221,76,2,2,0.120556674898
1545,416,367,1,1,
1546,149,79,3,2,
1547,109,106,3,2,
1548,146,50,1,1,
1549,315,446,3,1,
1550,370,418,3,1,
1551,43,192,3,2,
1552,294,489,3,2,
1553,226,146,3,1,
1554,24,207,1,1,
1555,183,210,3,2,
1556,394,295,1,2,
1557,4,450,1,1,0.000571666692849
1558,83,222,3,1,
1559,244,200,3,2,
1560,115,30,2,2,
1561,309,414,3,2,
1562,131,188,2,1,
1563,446,299,1,2,
1564,121,347,1,1,
1565,326,248,2,1,
1566,389,202,2,2,
1567,121,398,3,1,
1568,15,485,2,2,
1569,206,189,1,2,0.170052334666
1570,102,480,3,1,
1571,49,472,2,2,
1572,209,78,3,2,0.17355799675
1573,81,463,1,1,
1574,306,429,1,2,
1575,358,276,1,1,
1576,219,162,2,1,0.976309597492
1577,369,267,3,1,
1578,191,93,2,2,
1579,69,132,1,2,
1580,180,21,1,1,
1581,387,76,2,1,
1582,197,126,2,1,0.602745950222
1583,307,135,3,2,
1584,438,29,3,2,
1585,275,493,3,2,
1586,383,52,2,2,
1587,320,135,3,2,
1588,51,486,1,1,
1589,249,426,1,1,
1590,101,204,2,1,
1591,188,129,3,2,
1592,169,179,2,2,
1593,217,473,1,1,1.65815794468
1594,37,264,1,1,
1595,97,260,1,1,
1596,257,348,3,1,
1597,14,42,2,1,0.000937666685786
1598,168,202,2,2,
1599,278,241,3,2,
1600,119,77,1,1,
1601,291,52,3,1,
1602,367,209,2,2,
1603,372,213,3,1,
1604,237,292,1,1,
1605,401,309,2,2,
1606,75,34,2,1,
1607,2,134,2,1,8.53333331179e-05
1608,205,401,3,1,3.43923091888
1609,107,34,2,2,
1610,364,416,1,1,
1611,11,308,2,2,0.00132933340501
1612,316,229,3,2,
1613,92,204,3,1,
1614,100,374,2,2,
1615,19,505,3,2,
1616,97,60,3,1,
1617,315,342,3,1,
1618,4,439,2,2,0.000245000002906
1619,356,180,1,1,
1620,371,460,2,2,
1621,81,337,1,2,
1622,446,90,3,1,
1623,142,245,1,1,
1624,299,343,3,1,
1625,241,483,3,2,
1626,147,211,2,2,
1627,336,88,1,1,
1628,69,230,3,2,
1629,280,79,1,2,
1630,412,492,2,2,
1631,9,327,3,1,0.00515733333305
1632,45,73,1,2,
1633,438,325,2,1,
1634,38,256,2,2,
1635,415,332,2,2,
1636,257,261,2,2,
1637,306,88,3,1,
1638,16,242,3,2,
1639,34,35,2,1,0.00515166670084
1640,267,246,2,2,
1641,300,230,2,2,
1642,10,109,3,1,0.00220933347009
1643,203,112,3,1,0.943585634232
1644,443,390,1,1,
1645,214,268,1,2,0.244396671653
1646,357,231,2,1,
1647,368,357,2,2,
1648,348,178,1,2,
1649,20,289,1,2,
1650,130,194,3,1,
1651,66,318,1,1,
1652,448,406,1,2,
1653,191,373,2,1,
1654,130,323,3,1,
1655,289,467,2,2,
1656,268,406,3,2,
1657,259,2,2,2,0.00431700004265
1658,41,281,3,1,
1659,232,130,2,1,
1660,346,482,2,2,
1661,11,260,3,2,0.00184433336835
1662,446,305,2,2,
1663,240,28,2,2,
1664,97,496,3,1,
1665,277,258,1,1,
1666,428,41,3,2,
1667,402,309,1,1,
1668,417,30,3,1,
1669,95,92,1,2,
1670,186,181,2,1,
1671,145,228,3,1,
1672,74,63,1,2,
1673,86,383,2,1,
1674,62,141,1,1,
1675,384,97,3,1,
1676,280,333,2,1,
1677,80,86,1,2,
1678,399,166,3,2,
1679,170,487,1,2,
1680,218,99,2,2,0.146029338241
1681,3,449,3,1,0.000876666686963
1682,194,222,1,2,0.185522317886
1683,108,22,3,2,
1684,164,426,3,2,
1685,351,346,3,2,
1686,31,171,1,2,
1687,390,114,1,1,
1688,155,396,3,1,
1689,266,113,2,1,
1690,79,123,2,1,
1691,140,46,3,2,
1692,213,442,2,2,0.643381655216
1693,350,250,1,2,
1694,197,241,1,1,0.704344689846
1695,393,422,3,2,
1696,103,100,2,2,
1697,331,92,3,1,
1698,62,353,3,2,
1699,163,445,2,2,
1700,48,70,1,2,
1701,58,407,1,1,
1702,417,457,3,1,
1703,343,254,1,1,
1704,354,303,3,2,
1705,446,126,2,1,
1706,231,465,2,1,
1707,252,472,2,2,
1708,400,125,1,1,
1709,272,497,3,2,
1710,316,222,1,1,
1711,84,295,2,1,
1712,417,95,1,1,
1713,309,340,3,1,
1714,4,167,2,2,0.000106333340227
1715,379,458,2,1,
1716,186,428,2,1,
1717,112,408,3,1,
1718,374,165,3,2,
1719,235,73,1,1,
1720,438,401,1,1,
1721,399,384,1,1,
1722,324,319,3,1,
1723,432,311,2,1,
1724,159,400,1,2,
1725,228,227,2,2,
1726,395,159,1,1,
1727,340,60,1,2,
1728,221,54,1,2,0.0503053329885
1729,360,135,2,2,
1730,83,429,3,2,
1731,400,417,1,1,
1732,99,328,2,2,
1733,324,251,2,2,
1734,412,116,2,2,
1735,369,110,1,1,
1736,196,151,3,1,1.20901787281
1737,143,95,3,2,
1738,442,127,3,1,
1739,46,265,2,1,
1740,367,253,2,1,
1741,29,456,2,2,
1742,334,92,1,1,
1743,110,151,3,2,
1744,415,178,3,1,
1745,20,409,3,1,
1746,444,342,3,1,
1747,57,83,3,1,
1748,286,337,2,2,
1749,98,238,2,2,
1750,194,152,3,1,1.15301203728
1751,44,170,2,1,
1752,18,4,1,1,0.000101999998151
1753,280,79,2,1,
1754,427,51,2,1,
1755,254,2,2,2,0.00420933356509
1756,369,90,3,2,
1757,330,39,3,2,
1758,354,179,3,1,
1759,77,349,1,1,
1760,114,53,3,2,
1761,405,14,2,2,
1762,238,1,3,2,0.00362833309919
1763,382,230,3,2,
1764,368,65,1,1,
1765,429,497,1,1,
1766,263,87,2,1,
1767,89,425,3,2,
1768,339,111,1,2,
1769,193,157,1,1,0.448188334703
1770,441,267,2,1,
1771,401,149,3,1,
1772,78,319,3,2,
1773,267,237,2,1,
1774,300,23,3,1,
1775,237,90,2,2,
1776,275,444,3,2,
1777,436,187,3,1,
1778,138,383,1,2,
1779,201,434,2,1,2.21049761772
1780,430,496,2,2,
1781,236,174,1,1,
1782,425,192,1,2,
1783,171,332,2,2,
1784,297,492,3,1,
1785,164,199,3,2,
1786,205,145,2,1,0.784669697285
1787,340,511,1,2,
1788,271,339,1,2,
1789,11,434,2,2,0.00189700012561
1790,204,512,2,1,2.66695022583
1791,333,174,2,2,
1792,297,349,2,2,
1793,446,460,2,2,
1794,140,429,3,1,
1795,282,494,1,1,
1796,331,464,3,2,
1797,266,394,3,1,
1798,444,384,2,1,
1799,54,141,1,1,
1800,93,223,1,2,
1801,235,289,2,1,
1802,241,435,1,1,
1803,44,283,2,2,
1804,238,99,2,2,
1805,202,111,3,1,0.926807701588
1806,124,508,3,2,
1807,20,52,1,2,0.000369999994291
1808,220,263,1,1,0.963247001171
1809,245,385,1,1,
1810,123,65,2,2,
1811,188,291,3,1,
1812,270,227,1,2,
1813,319,482,1,1,
1814,193,420,1,2,0.314593344927
1815,232,323,3,1,
1816,41,19,3,1,0.00618400005624
1817,157,197,3,1,
1818,195,147,2,1,0.728139698505
1819,329,344,3,2,
1820,403,90,1,2,
1821,164,225,2,2,
1822,20,104,1,1,0.0030380000826
1823,186,418,1,2,
1824,434,453,3,1,
1825,207,182,2,1,0.986573040485
1826,325,459,2,1,
1827,317,77,1,2,
1828,404,298,2,1,
1829,309,153,2,2,
1830,324,142,1,1,
1831,439,481,2,1,
1832,273,267,2,1,
1833,423,266,2,2,
1834,434,301,2,1,
1835,161,6,2,2,
1836,209,95,3,2,0.242163315415
1837,236,124,3,1,
1838,155,112,2,2,
1839,411,71,3,2,
1840,116,260,1,2,
1841,102,225,3,1,
1842,20,230,1,2,
1843,427,27,2,1,
1844,444,180,1,1,
1845,323,369,1,1,
1846,178,31,2,2,
1847,379,393,3,2,
1848,324,428,2,2,
1849,397,7,3,2,0.0599313266575
1850,189,98,2,2,
1851,232,312,3,2,
1852,386,245,1,2,
1853,148,190,3,2,
1854,284,332,1,1,
1855,89,105,1,2,
1856,313,349,1,1,
1857,39,302,3,1,
1858,160,158,1,2,
1859,53,416,1,2,
1860,363,397,3,2,
1861,337,236,1,1,
1862,70,329,2,2,
1863,92,243,3,2,
1864,400,203,3,2,
1865,344,465,1,2,
1866,389,174,1,2,
1867,201,277,1,1,0.835073649883
1868,324,269,2,1,
1869,16,432,2,2,
1870,68,477,2,2,
1871,170,109,3,2,
1872,14,306,2,1,0.00735433353111
1873,397,475,1,2,
1874,432,22,3,2,
1875,99,450,3,1,
1876,165,331,2,1,
1877,346,330,1,2,
1878,421,243,1,1,
1879,399,414,1,2,
1880,172,104,1,1,
1881,234,370,3,1,
1882,209,480,1,2,0.441813677549
1883,260,126,2,2,
1884,416,216,2,2,
1885,189,75,1,2,
1886,52,80,3,1,
1887,355,211,2,1,
1888,299,203,2,2,
1889,445,313,1,1,
1890,259,407,3,1,
1891,316,176,2,2,
1892,406,271,2,1,
1893,362,34,3,2,
1894,174,362,1,2,
1895,382,132,1,1,
1896,433,235,1,1,
1897,333,247,3,2,
1898,98,319,3,1,
1899,278,390,2,1,
1900,303,239,3,2,
1901,128,198,3,2,
1902,201,432,2,1,2.16058945656
1903,257,330,1,1,
1904,151,284,1,1,
1905,170,376,3,2,
1906,444,114,2,2,
1907,247,32,2,1,
1908,15,70,3,1,0.00319066666998
1909,93,155,1,2,
1910,448,363,3,1,
1911,157,54,2,1,
1912,79,395,2,1,
1913,343,421,1,2,
1914,28,301,3,1,
1915,192,467,2,2,
1916,389,468,1,1,
1917,24,317,1,1,
1918,252,484,1,2,
1919,143,33,3,2,
1920,73,89,1,1,
1921,150,165,2,1,
1922,225,49,2,2,
1923,135,424,3,2,
1924,404,99,3,2,
1925,62,417,2,1,
1926,58,408,3,1,
1927,231,450,1,1,
1928,161,403,2,1,
1929,405,224,2,1,
1930,6,422,2,1,0.00199266686104
1931,55,508,2,2,
1932,292,501,3,1,
1933,107,179,1,1,
1934,357,373,1,2,
1935,165,87,2,1,
1936,182,410,1,2,
1937,27,381,1,2,
1938,404,89,2,1,
1939,126,145,3,2,
1940,23,100,2,2,0.00246466672979
1941,418,55,3,1,
1942,162,207,1,1,
1943,298,200,2,1,
1944,307,460,1,1,
1945,278,106,2,1,
1946,101,505,1,2,
1947,117,229,2,1,
1948,416,340,1,2,
1949,326,89,3,1,
1950,123,306,1,2,
1951,259,270,3,2,
1952,298,426,1,2,
1953,387,172,1,1,
1954,123,280,2,1,
1955,216,93,3,1,0.893222033978
1956,15,306,2,1,
1957,261,478,2,2,
1958,67,131,2,2,
1959,424,58,2,2,
1960,151,167,2,1,
1961,91,422,1,1,
1962,154,43,3,2,
1963,362,430,3,2,
1964,338,17,2,2,
1965,161,335,1,1,
1966,253,178,3,2,
1967,10,117,1,2,0.000222333314014
1968,294,7,2,2,
1969,44,99,1,2,
1970,427,458,1,1,
1971,102,506,2,1,
1972,118,427,1,2,
1973,171,118,3,1,
1974,283,289,1,1,
1975,136,440,3,1,
1976,51,28,2,1,0.0133743332699
1977,146,23,3,1,
1978,285,85,1,2,
1979,269,434,2,1,
1980,158,349,1,2,
1981,152,135,3,1,
1982,69,252,2,2,
1983,378,83,3,1,
1984,147,132,2,1,
1985,304,340,2,1,
1986,47,436,2,2,
1987,293,90,1,2,
1988,345,390,2,1,
1989,392,347,1,2,
1990,75,151,3,1,
1991,129,249,1,1,
1992,371,163,1,2,
1993,247,216,3,2,
1994,260,149,1,1,
1995,53,104,1,1,
1996,303,226,2,1,
1997,139,280,2,1,
1998,405,143,2,1,
1999,332,397,3,2,
2000,407,351,3,1,
2001,343,27,1,2,
2002,284,190,1,2,
2003,312,370,3,2,
2004,322,360,2,2,
2005,327,475,2,2,
2006,428,38,3,2,
2007,28,140,2,1,
2008,23,424,1,1,
2009,248,368,3,2,
2010,170,420,3,2,
2011,282,95,3,2,
2012,305,441,2,2,
2013,134,198,2,2,
2014,161,455,3,1,
2015,83,289,2,1,
2016,289,21,1,1,
2017,303,49,2,1,
2018,165,80,3,2,
2019,28,150,2,1,
2020,61,132,2,2,
2021,13,100,3,1,0.00340866670012
2022,403,12,2,2,
2023,401,251,2,2,
2024,225,232,1,1,
2025,158,291,2,1,
2026,246,40,3,1,
2027,320,36,3,2,
2028,177,121,3,2,
2029,85,374,3,2,
2030,94,450,1,2,
2031,18,227,2,1,
2032,352,330,3,1,
2033,412,321,1,2,
2034,257,235,1,1,
2035,251,20,3,1,
2036,292,508,3,1,
2037,177,480,2,2,
2038,82,235,1,2,
2039,107,220,3,1,
2040,327,82,1,1,
2041,429,273,2,2,
2042,18,426,1,1,
2043,189,317,3,1,
2044,59,115,2,2,
2045,324,464,3,2,
2046,298,157,2,2,
2047,355,407,1,1,
2048,311,463,1,2,
2049,91,91,3,2,
2050,211,489,2,1,2.73747563362
2051,94,255,3,1,
2052,221,262,1,2,0.25744998455
2053,243,299,2,1,
2054,96,182,2,2,
2055,330,143,3,1,
2056,70,73,2,2,
2057,198,425,1,1,1.26701831818
2058,365,204,1,1,
2059,426,412,1,1,
2060,234,367,1,2,
2061,224,45,2,2,
2062,300,391,2,2,
2063,95,273,1,2,
2064,92,198,2,2,
2065,65,283,3,1,
2066,424,226,1,1,
2067,74,239,1,2,
2068,233,375,1,1,
2069,15,3,3,2,5.06666656293e-05
2070,80,321,2,1,
2071,324,324,1,1,
2072,247,436,1,2,
2073,331,270,2,1,
2074,153,119,3,2,
2075,377,473,1,2,
2076,189,446,2,2,
2077,225,32,2,1,
2078,220,479,3,2,1.21383059025
2079,38,505,3,2,
2080,284,411,1,1,
2081,276,461,2,1,
2082,53,44,3,2,0.0066443332471
2083,357,234,2,2,
2084,426,508,3,2,
2085,38,26,3,2,0.00181766657624
2086,84,289,2,2,
2087,427,281,1,1,
2088,353,342,1,2,
2089,235,265,2,1,
2090,353,155,2,1,
2091,86,485,3,1,
2092,195,237,3,2,0.463896989822
2093,324,436,2,2,
2094,6,455,1,1,0.00116033328231
2095,93,182,2,2,
2096,339,46,3,2,
2097,218,61,2,1,0.367940992117
2098,437,229,1,2,
2099,329,390,1,1,
2100,205,50,2,1,0.267107337713
2101,314,379,1,1,
2102,310,99,1,1,
2103,260,187,1,1,
2104,149,386,3,2,
2105,353,26,3,2,
2106,224,64,2,2,
2107,444,278,1,2,
2108,302,220,3,2,
2109,372,287,2,1,
2110,344,25,1,2,
2111,421,244,1,2,
2112,324,421,1,2,
2113,260,469,2,2,
2114,447,159,3,2,
2115,193,159,1,2,0.135219320655
2116,142,91,2,2,
2117,145,330,1,2,
2118,360,284,2,1,
2119,334,187,3,1,
2120,378,448,2,1,
2121,118,357,3,2,
2122,246,401,3,2,
2123,138,192,3,2,
2124,234,70,1,2,
2125,170,477,1,1,
2126,39,3,2,2,0.000157666669111
2127,355,270,1,1,
2128,45,384,1,2,
2129,16,366,1,1,
2130,236,114,2,2,
2131,294,417,1,2,
2132,103,54,2,2,
2133,159,203,1,2,
2134,193,340,1,2,0.247518002987
2135,380,55,3,2,
2136,392,66,3,2,
2137,76,377,1,2,
2138,299,235,2,1,
2139,384,342,2,2,
2140,297,236,2,1,
2141,79,295,3,2,
2142,142,465,2,2,
2143,73,413,2,2,
2144,417,395,3,1,
2145,251,395,3,1,
2146,219,78,1,2,0.0745636671782
2147,347,170,1,1,
2148,394,272,2,1,
2149,242,464,3,1,
2150,282,414,1,1,
2151,293,119,2,2,
2152,101,309,1,2,
2153,54,509,2,2,
2154,355,150,2,2,
2155,279,188,3,2,
2156,358,365,2,1,
2157,115,1,3,1,0.00270400010049
2158,369,50,3,1,
2159,13,124,3,1,0.00404166663066
2160,6,206,3,1,0.00153600005433
2161,321,291,3,2,
2162,286,151,1,2,
2163,391,292,2,2,
2164,94,481,3,2,
2165,225,304,1,1,
2166,171,446,1,1,
2167,261,307,1,1,
2168,22,510,2,2,
2169,206,416,2,2,0.568438649178
2170,57,260,3,1,
2171,233,12,1,1,
2172,332,428,2,2,
2173,45,468,3,2,
2174,51,14,3,1,0.00725300004706
2175,115,411,1,1,
2176,354,292,2,1,
2177,368,422,3,1,
2178,47,316,3,1,
2179,360,409,2,1,
2180,391,215,3,2,
2181,124,433,2,1,
2182,96,176,2,1,
2183,118,238,3,1,
2184,244,436,2,1,
2185,287,477,2,1,
2186,213,345,2,1,1.96596896648
2187,393,274,3,1,
2188,240,367,1,1,
2189,156,114,1,2,
2190,292,39,2,1,
2191,285,467,3,1,
2192,292,472,1,1,
2193,406,285,2,1,
2194,302,192,2,2,
2195,411,261,2,1,
2196,269,311,3,1,
2197,225,129,3,1,
2198,188,216,1,1,
2199,271,455,2,2,
2200,301,229,3,1,
2201,290,46,3,1,
2202,437,242,3,1,
2203,187,110,2,2,
2204,377,149,1,1,
2205,82,12,3,1,
2206,123,464,2,1,
2207,115,145,3,2,
2208,331,219,2,2,
2209,247,227,1,1,
2210,334,396,1,2,
2211,170,335,3,2,
2212,144,140,3,1,
2213,219,512,3,1,5.07920885086
2214,445,437,2,1,
2215,1,118,1,2,2.96666676149e-05
2216,310,62,1,1,
2217,380,421,3,1,
2218,171,446,2,1,
2219,233,386,2,2,
2220,196,34,1,1,0.11505933851
2221,314,207,3,1,
2222,146,412,1,1,
2223,76,504,3,1,
2224,141,375,1,1,
2225,259,126,1,1,
2226,156,16,2,1,
2227,180,141,2,2,
2228,181,385,2,2,
2229,238,247,2,1,
2230,360,448,2,2,
2231,90,174,1,1,
2232,88,267,2,1,
2233,344,209,2,1,
2234,427,176,1,2,
2235,127,118,3,1,
2236,299,296,2,1,
2237,56,477,2,1,
2238,217,489,2,1,2.95036029816
2239,381,229,2,2,
2240,159,132,3,1,
2241,220,109,2,2,0.169865325093
2242,130,239,1,2,
2243,196,487,1,1,1.42604887486
2244,61,137,1,2,
2245,13,416,1,2,0.00152233336121
2246,154,215,1,1,
2247,347,175,2,2,
