,input_size,channels,pool_size,stride,runtime
7576,391,370,3,1,
7577,186,33,3,1,
7578,89,56,1,1,
7579,152,327,1,1,
7580,156,473,2,1,
7581,173,293,1,2,
7582,63,220,3,1,
7583,42,417,1,1,
7584,176,331,3,1,
7585,221,75,2,2,0.120865665376
7586,100,453,2,1,
7587,351,57,2,2,
7588,249,338,1,2,
7589,138,213,3,1,
7590,136,68,1,1,
7591,78,272,1,1,
7592,183,422,2,2,
7593,99,150,2,1,
7594,8,115,3,1,0.00142400001641
7595,109,325,1,1,
7596,149,214,2,2,
7597,410,95,3,1,
7598,294,58,3,1,
7599,333,496,3,2,
7600,130,364,2,2,
7601,274,137,1,1,
7602,319,130,3,2,
7603,442,281,1,2,
7604,123,448,1,1,
7605,240,325,2,1,
7606,24,377,3,2,
7607,268,473,2,1,
7608,181,282,2,2,
7609,400,484,1,1,
7610,69,253,3,1,
7611,206,283,2,2,0.401618003845
7612,403,458,1,1,
7613,314,83,3,2,
7614,31,240,2,2,
7615,74,24,1,2,
7616,155,360,2,1,
7617,122,238,3,1,
7618,67,51,2,2,
7619,97,67,2,2,
7620,435,173,1,1,
7621,210,291,1,1,0.99142998457
7622,310,407,1,2,
7623,410,129,3,1,
7624,199,511,1,1,1.57991409302
7625,408,364,1,2,
7626,281,260,3,1,
7627,436,141,2,1,
7628,25,141,1,1,
7629,278,24,1,2,
7630,39,400,2,2,
7631,254,95,1,1,
7632,378,395,2,2,
7633,9,155,1,1,0.000901999941561
7634,58,239,2,2,
7635,410,454,2,1,
7636,15,235,3,1,
7637,164,157,3,2,
7638,84,289,3,2,
7639,307,212,3,2,
7640,388,354,3,2,
7641,143,144,2,2,
7642,336,332,3,2,
7643,418,95,3,1,
7644,413,116,2,1,
7645,88,23,3,1,
7646,121,388,3,2,
7647,361,310,1,2,
7648,119,80,1,2,
7649,92,95,2,2,
7650,360,48,2,2,
7651,20,386,3,2,
7652,136,258,3,2,
7653,128,74,2,1,
7654,62,291,1,2,
7655,357,79,1,1,
7656,41,33,3,2,0.00301866675727
7657,315,466,2,2,
7658,93,311,1,1,
7659,76,89,1,2,
7660,205,382,3,2,0.884556353092
7661,263,194,1,2,
7662,334,140,1,1,
7663,72,172,1,1,
7664,309,260,2,1,
7665,118,331,3,2,
7666,60,52,2,1,
7667,357,296,2,2,
7668,219,305,1,2,0.293535321951
7669,26,38,2,1,0.00425333343446
7670,277,220,3,2,
7671,389,212,1,2,
7672,50,83,1,2,
7673,377,41,3,2,
7674,15,369,1,2,
7675,214,284,1,2,0.258675664663
7676,434,364,3,2,
7677,211,133,1,1,0.451668024063
7678,13,355,2,2,0.00216866657138
7679,425,120,1,2,
7680,315,70,2,1,
7681,257,467,1,2,
7682,337,288,3,1,
7683,13,30,2,1,0.000617333280388
7684,442,63,2,2,
7685,270,352,1,2,
7686,194,245,2,2,0.317551970482
7687,368,474,2,1,
7688,361,137,1,1,
7689,216,353,2,2,0.546122014523
7690,84,304,3,1,
7691,362,77,2,1,
7692,226,289,3,2,
7693,93,298,3,1,
7694,11,300,1,2,0.000782999966759
7695,120,12,2,1,
7696,351,411,2,2,
7697,145,356,3,1,
7698,397,108,1,2,
7699,199,276,1,2,0.223931670189
7700,346,385,2,1,
7701,264,28,1,1,
7702,167,241,1,2,
7703,182,325,3,2,
7704,244,256,3,2,
7705,46,173,2,1,
7706,329,9,1,1,0.0821169987321
7707,155,412,2,2,
7708,441,450,2,2,
7709,34,270,3,1,
7710,88,101,2,1,
7711,43,455,2,1,
7712,194,445,1,2,0.345375657082
7713,43,63,1,2,
7714,206,250,3,1,2.23463702202
7715,199,11,2,1,0.056020334363
7716,284,255,3,1,
7717,225,324,2,1,
7718,233,19,3,1,
7719,269,10,1,1,
7720,96,285,1,2,
7721,35,458,1,2,
7722,143,447,2,2,
7723,203,104,2,2,0.145852997899
7724,45,185,3,1,
7725,369,467,1,2,
7726,398,114,3,2,
7727,19,493,3,2,
7728,135,56,2,2,
7729,403,116,3,1,
7730,313,275,1,2,
7731,146,463,1,2,
7732,132,11,3,1,
7733,181,70,3,1,
7734,61,246,2,1,
7735,180,89,3,1,
7736,6,198,3,1,0.00210133334622
7737,230,375,1,1,
7738,112,281,2,1,
7739,253,483,1,2,
7740,253,355,3,1,
7741,436,24,1,1,
7742,51,382,3,1,
7743,141,323,2,2,
7744,38,271,3,1,
7745,280,191,2,1,
7746,82,314,2,2,
7747,241,117,3,2,
7748,232,99,1,2,
7749,377,480,3,1,
7750,433,294,3,2,
7751,124,465,2,2,
7752,253,242,2,2,
7753,253,450,1,1,
7754,389,7,3,2,0.0583133362234
7755,332,193,1,2,
7756,398,369,2,2,
7757,23,167,2,1,
7758,328,360,3,2,
7759,421,432,2,2,
7760,150,231,2,2,
7761,280,496,2,1,
7762,51,450,3,2,
7763,29,200,1,2,
7764,26,309,2,2,
7765,70,229,3,2,
7766,400,373,2,2,
7767,254,127,1,1,
7768,446,32,3,2,
7769,402,449,2,2,
7770,21,161,2,2,
7771,4,285,2,2,0.000166999991052
7772,44,57,2,1,
7773,319,315,2,2,
7774,221,100,1,2,0.102768994868
7775,319,468,1,2,
7776,87,59,3,1,
7777,235,511,2,2,
7778,184,485,2,2,
7779,175,157,3,2,
7780,357,33,1,2,
7781,416,9,1,1,0.115974999964
7782,10,283,3,1,0.00553733296692
7783,96,473,2,1,
7784,347,173,1,2,
7785,199,425,2,1,2.16512274742
7786,357,1,2,1,0.0163903329521
7787,356,418,1,2,
7788,48,399,1,1,
7789,447,261,1,2,
7790,110,160,1,1,
7791,165,106,1,2,
7792,67,424,3,2,
7793,434,341,2,1,
7794,134,341,1,1,
7795,96,304,1,2,
7796,285,406,3,2,
7797,284,427,1,2,
7798,419,109,2,2,
7799,310,328,2,2,
7800,261,363,3,2,
7801,173,454,3,2,
7802,112,253,2,2,
7803,3,410,1,2,0.00016333333042
7804,366,293,1,2,
7805,25,201,2,1,
7806,134,131,1,2,
7807,184,338,1,2,
7808,267,21,3,2,
7809,165,403,1,2,
7810,93,442,2,1,
7811,71,236,1,2,
7812,305,385,2,2,
7813,398,385,1,2,
7814,437,269,3,2,
7815,291,440,3,1,
7816,447,507,1,2,
7817,193,325,1,1,0.945033371449
7818,260,288,1,1,
7819,159,436,1,2,
7820,377,359,3,1,
7821,217,476,2,2,0.730446338654
7822,244,318,3,2,
7823,317,74,1,1,
7824,300,33,1,2,
7825,249,246,3,1,
7826,359,120,2,1,
7827,324,244,1,1,
7828,1,243,2,1,5.43333335372e-05
7829,369,187,1,2,
7830,443,112,1,1,
7831,87,431,2,1,
7832,257,401,1,2,
7833,70,242,1,1,
7834,345,155,3,2,
7835,93,80,3,2,
7836,339,236,3,1,
7837,405,411,1,1,
7838,354,44,1,1,
7839,298,118,1,2,
7840,397,179,1,1,
7841,402,25,1,1,
7842,175,192,2,2,
7843,148,345,3,1,
7844,158,447,3,1,
7845,335,316,2,2,
7846,97,71,3,1,
7847,294,403,1,1,
7848,288,315,1,2,
7849,214,459,2,2,0.711912333965
7850,119,80,2,1,
7851,129,374,2,2,
7852,111,461,1,2,
7853,258,162,3,2,
7854,159,117,3,1,
7855,329,64,2,2,
7856,73,486,2,2,
7857,283,126,2,2,
7858,226,165,2,2,
7859,288,180,1,1,
7860,80,255,2,2,
7861,96,122,1,2,
7862,434,360,1,1,
7863,210,509,3,1,4.76187467575
7864,19,113,1,2,
7865,298,469,1,2,
7866,192,168,3,2,
7867,208,245,3,2,0.557188689709
7868,206,156,2,1,0.844227612019
7869,98,23,3,2,
7870,6,318,2,1,0.00141833338421
7871,15,44,1,2,0.00021199999901
7872,47,507,1,2,
7873,313,196,2,1,
7874,280,117,2,2,
7875,54,489,2,2,
7876,395,304,3,2,
7877,435,256,3,2,
7878,250,150,1,1,
7879,310,211,2,1,
7880,343,204,3,1,
7881,117,431,3,1,
7882,293,256,1,1,
7883,48,413,1,2,
7884,99,243,1,2,
7885,309,464,3,2,
7886,62,2,3,2,0.000552666664589
7887,217,135,3,1,1.33235228062
7888,412,491,3,2,
7889,322,190,1,1,
7890,402,347,2,1,
7891,338,477,3,1,
7892,166,137,1,1,
7893,370,469,1,1,
7894,448,79,1,2,
7895,341,306,3,2,
7896,18,60,1,2,0.000347333349055
7897,325,370,1,1,
7898,27,11,3,2,0.000474000000395
7899,361,38,1,2,
7900,8,119,3,1,0.00165200000629
7901,225,357,3,1,
7902,328,219,2,2,
7903,187,86,1,1,
7904,15,143,2,1,0.00396733311936
7905,408,276,1,2,
7906,350,197,3,1,
7907,381,379,3,1,
7908,438,61,2,2,
7909,195,391,1,2,0.285866349936
7910,162,480,1,1,
7911,137,235,3,2,
7912,55,338,2,1,
7913,215,405,3,2,1.00657606125
7914,431,183,2,1,
7915,412,391,1,1,
7916,143,418,1,1,
7917,236,240,1,2,
7918,172,483,1,2,
7919,189,81,1,1,
7920,431,508,2,2,
7921,165,302,3,2,
7922,297,282,2,1,
7923,52,361,3,2,
7924,18,329,3,2,
7925,373,149,2,2,
7926,188,431,3,2,
7927,356,42,3,1,
7928,399,234,2,1,
7929,200,132,1,1,0.403893977404
7930,417,473,2,1,
7931,409,145,2,2,
7932,428,262,2,2,
7933,196,85,2,1,0.419591337442
7934,79,505,3,2,
7935,273,114,2,2,
7936,185,39,3,2,
7937,159,177,2,2,
7938,271,332,2,1,
7939,140,236,1,1,
7940,386,140,1,2,
7941,124,325,2,2,
7942,19,376,2,2,
7943,443,316,1,2,
7944,53,105,2,2,
7945,64,396,1,2,
7946,365,117,1,1,
7947,19,335,1,2,
7948,419,103,2,2,
7949,22,179,1,2,
7950,302,502,3,1,
7951,299,142,1,1,
7952,110,136,2,1,
7953,181,483,2,1,
7954,300,217,3,2,
7955,359,42,2,2,
7956,189,254,1,2,
7957,440,353,2,2,
7958,296,41,2,1,
7959,56,383,2,2,
7960,297,288,2,2,
7961,106,83,2,1,
7962,87,126,3,1,
7963,109,308,2,2,
7964,386,369,3,2,
7965,282,272,3,1,
7966,438,507,2,2,
7967,206,484,2,1,2.64253020287
7968,100,372,2,1,
7969,9,360,1,2,0.000671666639391
7970,130,159,2,1,
7971,317,253,2,2,
7972,9,258,1,1,0.00141200004146
7973,46,419,1,1,
7974,61,406,2,1,
7975,429,195,1,2,
7976,438,452,1,1,
7977,196,250,3,1,1.99023723602
7978,385,340,2,1,
7979,69,148,3,1,
7980,401,365,3,1,
7981,296,496,3,1,
7982,175,219,3,2,
7983,132,406,3,2,
7984,440,197,2,2,
7985,236,418,2,2,
7986,381,326,3,2,
7987,81,102,1,2,
7988,398,284,2,2,
7989,321,137,2,1,
7990,165,166,3,1,
7991,164,12,1,2,
7992,433,386,3,2,
7993,313,64,2,2,
7994,364,49,3,1,
7995,321,438,1,2,
7996,54,141,1,2,
7997,69,213,2,1,
7998,5,214,3,2,0.000599999970291
7999,326,298,1,1,
8000,252,86,1,1,
8001,123,341,3,1,
8002,29,103,2,1,
8003,41,162,1,2,
8004,16,287,3,1,
8005,372,365,1,1,
8006,337,67,3,1,
8007,232,356,2,1,
8008,10,465,2,1,0.00578866666183
8009,367,12,2,2,0.0543056689203
8010,229,35,3,1,
8011,375,373,2,2,
8012,349,509,2,2,
8013,370,509,2,2,
8014,174,292,2,1,
8015,92,259,2,2,
8016,215,167,2,1,1.00021600723
8017,216,282,3,1,2.76622653008
8018,56,439,2,2,
8019,191,345,3,1,
8020,302,86,1,1,
8021,430,131,1,2,
8022,167,132,3,2,
8023,71,183,3,1,
8024,48,430,2,1,
8025,310,163,1,2,
8026,311,235,3,1,
8027,60,278,3,2,
8028,47,25,1,1,0.00421666679904
8029,412,509,2,1,
8030,84,176,1,1,
8031,63,391,1,2,
8032,261,401,3,1,
8033,178,104,3,1,
8034,277,100,1,1,
8035,246,511,3,2,
8036,128,390,3,1,
8037,440,98,2,1,
8038,27,411,1,1,
8039,409,221,3,1,
8040,150,83,2,1,
8041,292,96,3,2,
8042,108,144,2,2,
8043,295,122,1,2,
8044,200,144,2,1,0.743299305439
8045,206,470,1,2,0.408677011728
8046,78,319,2,2,
8047,357,455,2,1,
8048,278,500,2,2,
8049,172,288,1,2,
8050,196,63,1,2,0.0497126691043
8051,404,144,3,1,
8052,191,225,3,2,
8053,105,244,3,2,
8054,34,250,1,2,
8055,196,379,2,1,1.90391767025
8056,230,477,3,2,
8057,63,70,1,1,
8058,285,1,2,2,0.00256699998863
8059,283,277,3,2,
8060,346,483,1,1,
8061,331,110,3,2,
8062,172,398,3,2,
8063,110,39,2,2,
8064,178,314,1,1,
8065,267,358,1,2,
8066,321,511,3,2,
8067,420,98,2,2,
8068,34,185,1,1,
8069,430,484,2,2,
8070,215,184,1,1,0.663846671581
8071,320,310,3,2,
8072,352,79,1,1,
8073,62,216,2,2,
8074,105,417,1,1,
8075,74,58,2,1,
8076,349,481,1,2,
8077,127,68,3,2,
8078,107,345,2,1,
8079,7,175,1,1,0.000610666640569
8080,429,226,3,1,
8081,339,87,3,2,
8082,164,307,2,1,
8083,380,414,2,1,
8084,158,395,3,2,
8085,445,104,1,1,
8086,259,390,2,2,
8087,295,286,2,2,
8088,408,159,2,1,
8089,118,462,3,1,
8090,109,135,2,2,
8091,363,314,1,1,
8092,182,297,2,1,
8093,54,157,2,2,
8094,221,305,2,1,1.91831099987
8095,283,403,1,2,
8096,229,78,3,2,
8097,308,11,2,1,
8098,213,284,1,2,0.264234662056
8099,139,98,3,2,
8100,274,125,3,2,
8101,433,505,3,1,
8102,387,88,3,1,
8103,448,6,1,1,0.104440331459
8104,342,478,2,1,
8105,380,364,2,2,
8106,63,209,1,1,
8107,74,296,3,2,
8108,288,306,1,2,
8109,412,297,1,2,
8110,286,224,3,1,
8111,218,337,3,2,0.850922644138
8112,365,462,2,2,
8113,160,275,2,1,
8114,436,67,3,2,
8115,130,161,3,1,
8116,387,238,3,2,
8117,384,305,2,2,
8118,121,83,1,1,
8119,106,422,3,2,
8120,280,56,3,1,
8121,357,428,2,1,
8122,38,55,2,2,0.00235066656023
8123,206,40,3,2,0.0914733409882
8124,234,23,2,1,
8125,240,504,2,1,
8126,112,375,2,1,
8127,207,254,3,1,2.29773068428
8128,286,214,3,1,
8129,79,492,2,1,
8130,381,384,2,2,
8131,243,54,3,1,
8132,415,33,3,2,
8133,180,219,1,2,
8134,328,328,2,1,
8135,94,490,1,2,
8136,85,8,2,2,
8137,326,146,2,1,
8138,5,99,2,2,0.000124333324493
8139,125,159,1,1,
8140,72,463,1,1,
8141,214,88,2,2,0.130925670266
8142,281,183,1,1,
8143,100,316,3,1,
8144,246,94,3,1,
8145,421,380,3,1,
8146,414,260,3,1,
8147,308,271,2,1,
8148,145,123,3,1,
8149,45,447,3,1,
8150,25,388,3,1,
8151,152,176,1,1,
8152,222,81,3,2,0.226162672043
8153,270,238,1,2,
8154,223,309,3,1,
8155,75,191,1,2,
8156,276,76,1,1,
8157,1,154,1,1,3.46666674886e-05
8158,193,80,3,1,0.622781991959
8159,169,74,3,2,
8160,427,325,2,2,
8161,296,304,2,2,
8162,241,490,3,1,
8163,193,167,3,1,1.31060731411
8164,4,395,1,2,0.000144000005093
8165,354,221,2,1,
8166,387,125,2,2,
8167,101,446,3,2,
8168,81,348,3,2,
8169,72,13,1,2,
8170,155,74,1,1,
8171,67,478,2,2,
8172,186,199,1,1,
8173,186,482,3,2,
8174,412,309,1,1,
8175,425,433,1,2,
8176,38,491,3,1,
8177,404,341,2,2,
8178,364,332,3,2,
8179,174,332,2,2,
8180,404,324,2,2,
8181,145,150,3,2,
8182,133,437,2,1,
8183,74,423,1,2,
8184,178,166,2,2,
8185,282,445,3,1,
8186,75,48,2,1,
8187,381,291,2,1,
8188,12,365,1,1,0.00387733336538
8189,128,445,3,2,
8190,330,384,2,1,
8191,269,149,2,1,
8192,291,98,2,2,
8193,301,66,3,2,
8194,191,358,2,2,
8195,202,115,3,1,0.998818635941
8196,261,346,3,2,
8197,48,453,3,2,
8198,64,239,2,2,
8199,435,371,2,2,
8200,342,326,2,2,
8201,195,9,1,1,0.0264976676553
8202,90,446,1,2,
8203,209,198,1,2,0.171882331371
8204,429,193,1,2,
8205,243,295,3,1,
8206,430,92,2,1,
8207,142,349,1,1,
8208,354,132,1,1,
8209,88,421,2,2,
8210,406,151,3,2,
8211,63,457,1,2,
8212,83,216,1,2,
8213,207,472,2,1,2.62808465958
8214,86,73,3,1,
8215,136,452,2,2,
8216,253,285,2,2,
8217,396,30,3,2,
8218,115,446,2,1,
8219,62,28,1,2,0.00185866653919
8220,360,360,1,2,
8221,104,205,2,2,
8222,436,427,3,1,
8223,60,475,2,2,
8224,435,506,3,2,
8225,76,259,3,1,
8226,278,53,2,2,
8227,234,289,2,2,
8228,278,496,1,2,
8229,127,240,1,2,
8230,164,324,1,2,
8231,394,357,3,2,
8232,432,37,3,1,
8233,47,419,1,1,
8234,282,323,1,1,
8235,251,359,3,1,
8236,428,417,3,2,
8237,93,421,2,1,
8238,376,170,1,2,
8239,280,388,2,2,
8240,131,89,2,2,
8241,154,356,1,1,
8242,356,136,3,2,
8243,163,253,1,2,
8244,80,273,3,1,
8245,211,312,1,1,1.08452236652
8246,392,197,1,1,
8247,14,201,3,1,0.00838066637516
8248,343,112,3,2,
8249,439,151,1,1,
8250,18,478,3,2,
8251,2,108,2,2,3.36666671501e-05
8252,4,473,3,1,0.00157500000205
8253,139,440,2,1,
8254,334,493,2,1,
8255,353,414,1,2,
8256,184,63,3,2,
8257,333,492,1,2,
8258,303,479,1,2,
8259,125,424,3,2,
8260,32,28,3,2,0.00149800011422
8261,87,481,1,2,
8262,286,487,1,1,
8263,6,433,2,1,0.00196999986656
8264,185,114,1,2,
8265,11,305,2,2,0.00130200001877
8266,299,478,1,2,
8267,351,102,1,1,
8268,241,344,1,1,
8269,415,94,1,1,
8270,69,352,2,2,
8271,200,511,3,2,1.10683095455
8272,229,149,3,2,
8273,193,1,3,1,0.00790866650641
8274,68,243,3,1,
8275,148,466,3,2,
8276,122,486,3,1,
8277,95,482,3,1,
8278,156,181,1,1,
8279,436,181,3,2,
8280,258,487,2,1,
8281,216,269,2,2,0.404235005379
8282,258,37,1,2,
8283,48,337,2,2,
8284,218,155,2,2,0.240670323372
8285,55,446,2,1,
8286,155,204,2,2,
8287,331,324,2,2,
8288,357,473,3,1,
8289,239,176,3,2,
8290,325,332,3,1,
8291,283,119,1,1,
8292,132,145,3,1,
8293,256,17,3,2,
8294,316,114,3,1,
8295,344,119,1,1,
8296,331,202,3,2,
8297,117,484,1,1,
8298,224,348,2,2,
8299,366,292,3,1,
8300,403,264,3,1,
8301,404,507,2,2,
8302,112,119,3,1,
8303,337,509,1,1,
8304,328,330,1,2,
8305,222,167,1,1,0.638065636158
8306,64,32,2,1,0.0160856675357
8307,2,401,1,1,0.000176000015927
8308,378,374,1,1,
8309,104,63,3,2,
8310,379,81,2,1,
8311,285,284,2,1,
8312,201,469,1,2,0.385709017515
8313,364,224,1,2,
8314,297,429,1,1,
8315,284,456,1,1,
8316,301,91,2,1,
8317,240,234,2,2,
8318,127,113,1,2,
8319,228,63,2,1,
8320,369,238,1,1,
8321,386,253,2,1,
8322,319,408,3,1,
8323,429,217,1,1,
8324,41,391,3,1,
8325,109,420,1,2,
8326,198,274,3,1,2.27157211304
8327,192,14,1,2,
8328,319,207,1,1,
8329,334,295,2,2,
8330,43,43,2,1,0.0097083337605
8331,298,166,1,1,
8332,317,508,3,2,
8333,140,8,1,1,
8334,384,35,3,2,
8335,331,80,1,2,
8336,375,269,2,2,
8337,223,74,2,1,
8338,366,481,1,1,
8339,362,263,3,2,
8340,134,271,2,2,
8341,341,249,3,2,
8342,443,490,1,2,
8343,297,38,3,1,
8344,229,111,2,1,
8345,44,432,2,2,
8346,121,380,2,1,
8347,341,394,1,2,
8348,376,24,1,2,
8349,12,9,1,1,0.000138333343784
8350,214,130,2,2,0.207950666547
8351,379,392,1,2,
8352,152,224,2,1,
8353,264,410,1,1,
8354,235,350,2,1,
8355,288,469,3,2,
8356,245,352,2,1,
8357,440,184,3,1,
8358,411,140,3,2,
8359,36,109,1,2,
8360,121,256,1,2,
8361,333,192,2,1,
8362,442,305,2,1,
8363,11,253,2,2,0.00119733333122
8364,367,426,1,2,
8365,216,351,3,2,0.871079683304
8366,116,53,2,1,
8367,256,109,2,2,
8368,146,222,1,1,
8369,249,296,3,2,
8370,248,366,1,2,
8371,225,415,2,1,
8372,360,79,3,2,
8373,158,242,3,1,
8374,101,500,1,1,
8375,329,57,2,2,
8376,8,82,1,1,0.000376333337044
8377,270,39,3,2,
8378,178,177,2,2,
8379,242,46,1,2,
8380,386,158,1,2,
8381,147,511,1,2,
8382,265,211,2,2,
8383,168,126,2,1,
8384,120,260,2,1,
8385,102,271,2,1,
8386,444,165,3,2,
8387,360,198,2,1,
8388,175,323,2,2,
8389,223,33,1,2,
8390,150,503,2,1,
8391,319,270,2,2,
8392,63,283,1,2,
8393,436,140,1,1,
8394,98,270,1,2,
8395,252,8,1,1,
8396,144,88,2,2,
8397,255,488,3,2,
8398,217,483,2,1,2.95017552376
8399,258,438,3,1,
8400,330,23,3,1,
8401,342,404,1,2,
8402,105,349,3,1,
8403,4,26,2,1,6.86666680849e-05
8404,374,25,2,2,
8405,290,260,2,2,
8406,64,162,1,1,
8407,334,22,3,1,
8408,161,322,1,2,
8409,15,31,1,1,0.000521666661371
8410,258,458,2,2,
8411,67,249,2,2,
8412,196,498,1,1,1.47817599773
8413,202,219,3,1,1.85572624207
8414,194,384,3,2,0.778258621693
8415,208,250,3,2,0.569678366184
8416,423,205,2,1,
8417,52,129,2,2,
8418,275,245,2,2,
8419,139,198,1,2,
8420,166,158,2,2,
8421,428,188,3,2,
8422,166,335,1,1,
8423,271,478,2,2,
8424,37,491,3,2,
8425,97,72,1,2,
8426,26,366,3,2,
8427,411,34,3,2,
8428,170,402,2,2,
8429,336,57,3,1,
8430,379,76,3,1,
8431,312,502,2,1,
8432,40,455,1,1,
8433,103,236,2,2,
8434,138,308,1,1,
8435,109,139,1,1,
8436,98,197,1,2,
8437,131,5,3,1,
8438,364,245,1,2,
8439,111,439,1,1,
8440,400,169,1,2,
8441,37,506,1,2,
8442,122,415,2,2,
8443,226,64,3,2,
8444,264,220,3,1,
8445,14,304,1,1,0.00657366635278
8446,189,403,1,1,
8447,361,202,3,1,
8448,389,494,2,2,
8449,100,69,2,1,
8450,256,94,2,2,
8451,167,344,3,2,
8452,360,349,3,2,
8453,345,50,1,1,
8454,252,72,1,1,
8455,259,428,3,1,
8456,399,375,3,2,
8457,198,26,2,2,0.0348069965839
8458,327,197,2,1,
8459,324,491,1,1,
8460,399,298,3,1,
8461,308,275,1,1,
8462,237,264,1,2,
8463,411,4,3,1,0.142780676484
8464,347,292,3,2,
8465,42,319,2,2,
8466,425,498,3,2,
8467,106,43,2,2,
8468,337,399,2,1,
8469,268,442,3,2,
8470,63,246,3,1,
8471,433,208,1,1,
8472,73,74,1,1,
8473,38,62,2,1,0.0115043334663
8474,377,512,1,1,
8475,245,506,2,1,
8476,258,169,2,2,
8477,356,326,3,1,
8478,171,385,1,1,
8479,361,66,3,1,
8480,340,195,2,2,
8481,236,505,2,1,
8482,262,416,3,1,
8483,101,323,1,1,
8484,367,214,2,2,
8485,176,432,2,2,
8486,58,336,1,2,
8487,60,327,3,2,
8488,108,405,1,2,
8489,87,96,3,2,
8490,70,116,3,1,
8491,42,396,1,1,
8492,326,379,1,1,
8493,301,34,2,2,
8494,440,294,3,2,
8495,201,45,3,1,0.380274653435
8496,253,130,1,2,
8497,263,79,1,2,
8498,136,461,3,1,
8499,229,328,1,1,
8500,243,144,3,2,
8501,111,40,1,1,
8502,446,73,1,1,
8503,216,118,3,1,1.1475123167
8504,39,491,3,2,
8505,406,157,2,1,
8506,210,13,1,1,0.045272666961
8507,142,215,1,1,
8508,51,334,2,1,
8509,378,204,2,1,
8510,349,67,2,1,
8511,380,74,2,1,
8512,50,497,3,2,
8513,226,191,2,1,
8514,148,271,3,1,
8515,252,123,1,1,
8516,397,419,1,1,
8517,179,130,3,2,
8518,141,325,3,2,
8519,410,508,1,1,
8520,193,4,3,2,0.00822199974209
8521,385,283,3,2,
8522,51,50,2,2,
8523,183,450,2,2,
8524,10,311,3,1,0.00640233373269
8525,414,112,3,2,
8526,277,323,1,1,
8527,257,241,2,2,
8528,121,112,2,2,
8529,360,512,2,1,
8530,48,435,1,2,
8531,111,402,3,1,
8532,107,18,1,2,
8533,88,4,2,2,0.000984333339147
8534,370,57,1,2,
8535,231,281,1,2,
8536,83,322,3,1,
8537,353,120,2,1,
8538,448,22,1,2,
8539,222,243,3,1,2.53147673607
8540,285,22,1,1,
8541,80,492,1,1,
8542,89,60,3,1,
8543,284,283,2,1,
8544,131,442,3,1,
8545,267,261,1,2,
8546,426,145,1,1,
8547,331,94,3,2,
8548,392,56,2,2,
8549,390,18,1,2,
8550,247,108,1,1,
8551,244,93,3,1,
8552,343,212,2,1,
8553,428,338,2,2,
8554,44,225,3,1,
8555,342,317,2,1,
8556,374,396,2,1,
8557,286,377,3,2,
8558,410,284,3,2,
8559,263,397,1,2,
8560,266,268,1,1,
8561,4,162,1,1,0.000218666667934
8562,30,430,2,1,
8563,431,177,2,1,
8564,375,217,1,1,
8565,212,181,1,1,0.626792669296
8566,17,324,1,2,
8567,8,303,2,1,0.00241700001061
8568,103,142,3,2,
8569,184,312,1,2,
8570,4,224,1,2,9.36666692724e-05
8571,59,160,2,2,
8572,219,496,3,1,5.02929401398
8573,113,487,2,1,
8574,339,313,3,2,
8575,389,277,2,2,
8576,446,174,1,1,
8577,410,360,3,2,
8578,10,181,3,2,0.000946333340835
8579,356,294,2,2,
8580,15,70,2,1,0.00261266645975
8581,231,8,2,2,
8582,308,17,3,1,
8583,121,391,1,1,
8584,348,188,1,1,
8585,359,474,3,1,
8586,436,147,3,1,
8587,65,488,2,1,
8588,408,240,3,2,
8589,153,452,1,2,
8590,52,411,3,2,
8591,220,68,2,2,0.107692658901
8592,308,322,3,2,
8593,1,173,2,2,4.69999977213e-05
8594,174,66,1,2,
8595,217,108,2,1,0.653819024563
8596,357,489,2,1,
8597,373,385,1,1,
8598,180,59,3,1,
8599,52,314,1,1,
8600,214,492,1,2,0.449460655451
8601,177,433,3,2,
8602,84,407,2,2,
8603,175,126,2,1,
8604,242,166,3,2,
8605,167,86,3,2,
8606,262,419,2,1,
8607,237,4,3,1,
8608,426,216,1,2,
8609,297,292,1,1,
8610,193,372,1,2,0.281529992819
8611,168,120,3,2,
8612,377,498,1,1,
8613,37,143,3,1,
8614,230,331,1,2,
8615,66,251,3,1,
8616,425,395,1,1,
8617,350,116,1,1,
8618,318,168,3,2,
8619,7,398,2,2,0.000859000021592
8620,34,151,3,1,
8621,207,54,2,2,0.0729593336582
8622,160,467,1,2,
8623,81,353,1,2,
8624,154,44,3,1,
8625,190,461,1,2,
8626,220,70,3,2,0.182611659169
8627,71,44,3,2,
8628,316,446,1,1,
8629,287,281,1,1,
8630,2,466,3,1,0.00042733331793
8631,232,86,1,2,
8632,293,265,3,1,
8633,424,120,2,1,
8634,295,41,1,2,
8635,415,510,2,2,
8636,112,241,1,1,
8637,347,354,2,1,
8638,158,313,3,2,
8639,275,478,3,1,
8640,287,55,2,1,
8641,178,149,1,2,
8642,442,302,2,2,
8643,28,454,2,1,
8644,292,185,3,2,
8645,407,345,1,2,
8646,78,281,1,1,
8647,360,495,2,1,
8648,148,496,3,1,
8649,65,475,2,2,
8650,175,225,3,2,
8651,329,171,3,2,
8652,96,387,2,2,
8653,223,252,2,1,
8654,341,391,3,2,
8655,36,282,3,1,
8656,412,339,1,2,
8657,365,74,2,2,
8658,182,228,3,2,
8659,10,236,1,2,0.000443666678621
8660,208,376,2,1,2.10788655281
